Customer_Attrition,Gender,Marital_Status,Months_Inactive,Total_Transaction_Amount,Total_Transaction_Count
Existing Customer,F,Single,2,16369,125
Existing Customer,F,Married,3,15199,96
Existing Customer,M,Single,1,15152,100
Existing Customer,M,Married,2,15214,129
Existing Customer,F,Married,3,14432,106
Existing Customer,M,Single,3,15573,99
Attrited Customer,M,Single,4,7661,79
Existing Customer,M,Married,2,14807,115
Existing Customer,M,Married,3,15162,99
Existing Customer,M,Single,3,15140,105
Attrited Customer,F,Unknown,3,6793,60
Existing Customer,M,Single,2,14732,115
Attrited Customer,M,Married,2,8123,71
Existing Customer,F,Married,3,14037,120
Existing Customer,F,Single,1,14364,108
Existing Customer,F,Single,3,13174,86
Attrited Customer,M,Married,3,8964,76
Existing Customer,M,Single,3,15130,102
Existing Customer,M,Married,2,14524,106
Attrited Customer,M,Married,3,8534,86
Attrited Customer,M,Single,3,9220,81
Existing Customer,F,Single,2,13992,103
Existing Customer,M,Married,2,15060,90
Attrited Customer,M,Single,4,8970,78
Existing Customer,F,Married,2,14475,111
Existing Customer,M,Single,1,14287,114
Existing Customer,M,Married,3,15312,122
Existing Customer,F,Married,3,13989,105
Existing Customer,F,Unknown,2,14192,115
Existing Customer,F,Single,1,14378,98
Existing Customer,M,Single,1,14576,95
Attrited Customer,F,Married,3,7712,73
Existing Customer,F,Married,3,13583,110
Existing Customer,M,Single,3,14212,100
Attrited Customer,M,Married,2,6439,63
Existing Customer,M,Married,2,15751,107
Existing Customer,F,Married,3,14792,120
Existing Customer,M,Married,3,14826,99
Attrited Customer,M,Single,3,8585,62
Attrited Customer,M,Married,2,7993,71
Existing Customer,M,Unknown,3,15108,118
Existing Customer,M,Married,1,13967,101
Existing Customer,F,Unknown,3,13977,127
Existing Customer,M,Single,2,13956,122
Attrited Customer,M,Single,2,8376,64
Attrited Customer,F,Married,3,8241,82
Attrited Customer,F,Single,2,9865,65
Existing Customer,F,Single,3,13575,108
Existing Customer,F,Married,3,13300,104
Attrited Customer,F,Married,3,8527,84
Existing Customer,M,Single,2,15347,109
Attrited Customer,M,Married,3,6564,56
Existing Customer,M,Unknown,1,14863,109
Existing Customer,F,Single,1,15530,110
Existing Customer,M,Single,3,12841,100
Existing Customer,M,Married,1,14917,88
Existing Customer,F,Divorced,2,16027,112
Existing Customer,F,Married,1,15212,124
Existing Customer,F,Married,2,14111,98
Attrited Customer,F,Single,3,9338,59
Existing Customer,M,Single,3,14375,112
Existing Customer,F,Divorced,3,16377,124
Existing Customer,M,Single,3,14781,130
Existing Customer,M,Single,2,17350,115
Existing Customer,F,Unknown,2,14205,102
Attrited Customer,M,Married,1,7721,75
Existing Customer,F,Single,2,13204,97
Existing Customer,M,Married,2,14805,115
Attrited Customer,M,Single,3,7991,90
Existing Customer,F,Married,3,14187,103
Existing Customer,F,Married,3,13377,114
Existing Customer,M,Single,3,14637,109
Existing Customer,M,Married,2,14540,104
Existing Customer,F,Single,3,14881,109
Existing Customer,M,Married,2,14719,116
Attrited Customer,M,Single,3,7155,66
Attrited Customer,M,Single,2,9102,75
Existing Customer,F,Married,1,14357,110
Existing Customer,M,Married,1,14127,116
Existing Customer,M,Single,1,14567,131
Existing Customer,M,Married,3,16359,111
Existing Customer,F,Single,3,14812,101
Existing Customer,M,Divorced,1,16464,103
Existing Customer,F,Married,1,14512,115
Attrited Customer,F,Unknown,2,8600,94
Existing Customer,M,Married,3,14463,94
Existing Customer,M,Single,4,15180,121
Existing Customer,F,Single,3,15157,97
Existing Customer,M,Single,3,14257,110
Existing Customer,F,Married,2,15058,109
Attrited Customer,M,Unknown,1,7784,63
Attrited Customer,F,Married,4,9495,61
Existing Customer,M,Married,1,14160,124
Existing Customer,F,Single,3,13671,103
Existing Customer,F,Married,3,13819,114
Existing Customer,F,Single,1,14321,113
Existing Customer,F,Married,1,15925,100
Existing Customer,F,Married,3,16908,122
Attrited Customer,M,Married,2,8314,67
Existing Customer,M,Single,2,14374,113
Existing Customer,M,Married,3,14378,103
Existing Customer,M,Married,2,15110,113
Existing Customer,M,Single,2,13434,102
Attrited Customer,M,Single,3,7869,76
Existing Customer,F,Married,1,14738,94
Attrited Customer,M,Married,3,8124,73
Existing Customer,M,Single,3,15860,105
Attrited Customer,F,Married,3,9524,80
Existing Customer,M,Married,3,15495,112
Attrited Customer,M,Married,2,8549,73
Attrited Customer,M,Unknown,3,8260,54
Existing Customer,M,Single,3,14471,93
Existing Customer,M,Single,3,15763,97
Existing Customer,F,Single,2,14802,106
Existing Customer,M,Married,3,14220,95
Existing Customer,F,Married,3,14544,104
Existing Customer,F,Unknown,3,12042,117
Existing Customer,M,Married,3,14565,108
Attrited Customer,M,Married,1,9071,74
Attrited Customer,M,Single,2,8302,78
Attrited Customer,M,Married,3,8109,74
Existing Customer,M,Divorced,3,16695,116
Existing Customer,F,Married,3,14178,123
Existing Customer,M,Unknown,3,15670,116
Existing Customer,F,Divorced,2,16339,120
Existing Customer,M,Married,2,15226,113
Existing Customer,M,Single,2,13264,120
Attrited Customer,M,Divorced,3,5806,40
Attrited Customer,F,Single,2,8132,64
Existing Customer,F,Married,3,15017,120
Existing Customer,F,Single,3,14973,112
Existing Customer,F,Unknown,2,14750,96
Existing Customer,F,Divorced,2,15505,113
Attrited Customer,M,Married,3,8444,68
Existing Customer,F,Married,1,16563,94
Attrited Customer,M,Single,2,8696,72
Existing Customer,M,Married,2,15740,120
Existing Customer,F,Married,1,15471,115
Attrited Customer,M,Single,3,8586,58
Attrited Customer,M,Single,3,7528,70
Existing Customer,M,Married,3,13810,124
Existing Customer,M,Unknown,1,14949,114
Existing Customer,M,Married,3,15053,111
Existing Customer,F,Single,3,13647,93
Attrited Customer,F,Single,3,5977,58
Existing Customer,M,Married,2,12575,99
Attrited Customer,M,Married,3,9314,89
Attrited Customer,M,Divorced,3,8173,91
Attrited Customer,F,Single,4,9819,74
Existing Customer,M,Unknown,1,14330,116
Existing Customer,F,Unknown,2,15886,118
Attrited Customer,M,Married,1,7995,56
Existing Customer,F,Single,3,14781,108
Existing Customer,M,Unknown,2,14521,109
Existing Customer,M,Married,2,15594,114
Existing Customer,M,Married,3,14762,108
Attrited Customer,F,Unknown,2,8104,64
Existing Customer,M,Married,1,13117,108
Existing Customer,M,Married,3,14649,110
Attrited Customer,M,Divorced,2,5112,49
Attrited Customer,M,Married,3,7957,60
Existing Customer,M,Married,2,13604,116
Attrited Customer,F,Married,2,7844,64
Existing Customer,M,Married,3,15475,94
Existing Customer,M,Married,1,15473,128
Existing Customer,F,Single,1,13937,120
Existing Customer,M,Married,2,14202,114
Existing Customer,F,Married,1,14893,98
Attrited Customer,M,Single,1,8667,70
Existing Customer,M,Single,3,15862,127
Existing Customer,F,Divorced,2,16824,123
Attrited Customer,M,Single,1,8056,89
Existing Customer,F,Married,3,15149,111
Attrited Customer,M,Single,3,10211,68
Attrited Customer,F,Single,3,9442,69
Existing Customer,M,Single,3,15063,108
Existing Customer,M,Single,3,15580,120
Existing Customer,F,Single,2,14970,120
Existing Customer,F,Single,3,13563,97
Existing Customer,M,Single,3,13966,115
Existing Customer,M,Married,1,14287,106
Existing Customer,F,Married,1,16207,114
Existing Customer,F,Divorced,1,15050,108
Existing Customer,M,Married,1,15691,126
Attrited Customer,F,Single,3,8798,67
Existing Customer,M,Married,1,14515,122
Existing Customer,M,Single,1,15372,97
Existing Customer,F,Single,3,14112,123
Attrited Customer,M,Single,2,8883,83
Existing Customer,F,Married,2,14049,120
Existing Customer,F,Single,2,16237,128
Existing Customer,M,Married,3,16736,99
Existing Customer,M,Married,2,16692,131
Existing Customer,F,Single,1,14769,119
Existing Customer,M,Single,2,15240,102
Existing Customer,F,Single,3,15124,108
Existing Customer,M,Married,3,14145,119
Attrited Customer,M,Married,3,7341,71
Existing Customer,M,Single,1,14738,116
Attrited Customer,M,Married,2,7463,70
Existing Customer,M,Single,1,14885,101
Attrited Customer,M,Single,1,9658,78
Existing Customer,M,Married,2,15560,100
Existing Customer,M,Single,1,15584,105
Existing Customer,M,Married,1,15802,118
Attrited Customer,F,Married,3,6826,61
Existing Customer,F,Divorced,1,16230,111
Attrited Customer,M,Married,2,8765,84
Existing Customer,M,Divorced,2,15041,102
Existing Customer,F,Single,1,16712,123
Attrited Customer,M,Married,2,8417,72
Attrited Customer,F,Married,2,8697,62
Existing Customer,M,Single,2,15611,127
Existing Customer,F,Married,3,15572,113
Existing Customer,M,Divorced,3,14791,124
Existing Customer,F,Divorced,3,14786,101
Existing Customer,M,Divorced,3,14709,125
Existing Customer,F,Single,2,15026,99
Existing Customer,F,Married,2,13988,124
Attrited Customer,M,Single,3,8177,76
Attrited Customer,F,Single,3,7464,66
Existing Customer,M,Married,1,13999,119
Existing Customer,M,Married,3,14728,100
Existing Customer,M,Married,1,15559,91
Existing Customer,M,Single,5,14954,95
Existing Customer,F,Divorced,1,17038,122
Existing Customer,M,Married,3,15903,100
Existing Customer,M,Single,2,16856,122
Attrited Customer,M,Single,3,9980,68
Existing Customer,F,Married,3,14829,90
Existing Customer,M,Married,5,14751,107
Existing Customer,M,Unknown,1,14314,99
Existing Customer,F,Single,3,14220,108
Existing Customer,F,Single,2,15683,94
Attrited Customer,M,Married,3,9045,67
Existing Customer,M,Single,5,16019,105
Existing Customer,M,Married,1,14335,116
Existing Customer,F,Single,3,14470,103
Existing Customer,M,Single,5,15678,103
Attrited Customer,M,Married,4,8219,84
Attrited Customer,F,Single,3,8301,70
Existing Customer,F,Married,1,13891,106
Existing Customer,M,Unknown,2,15442,125
Existing Customer,F,Divorced,3,15200,126
Existing Customer,F,Unknown,1,13784,88
Existing Customer,M,Unknown,2,13804,110
Existing Customer,M,Married,3,13697,102
Existing Customer,F,Single,3,13517,106
Attrited Customer,F,Single,1,8286,65
Attrited Customer,M,Single,5,8660,58
Existing Customer,M,Single,3,14738,113
Existing Customer,M,Single,2,15635,116
Existing Customer,F,Single,3,16023,119
Existing Customer,M,Single,1,16557,120
Existing Customer,M,Single,3,15817,121
Existing Customer,M,Married,1,15260,115
Existing Customer,M,Single,3,14134,85
Attrited Customer,F,Single,3,7733,81
Attrited Customer,F,Single,2,8024,78
Existing Customer,M,Single,2,15237,111
Existing Customer,M,Single,3,14319,124
Existing Customer,M,Married,2,15627,104
Existing Customer,M,Married,1,13908,124
Existing Customer,M,Married,2,13845,120
Existing Customer,F,Married,1,15926,117
Existing Customer,M,Divorced,2,15054,110
Existing Customer,M,Single,2,15656,124
Attrited Customer,F,Single,3,9212,71
Attrited Customer,M,Single,2,8672,64
Existing Customer,M,Divorced,2,16606,96
Existing Customer,F,Single,3,16328,124
Existing Customer,M,Married,1,15427,95
Attrited Customer,M,Married,3,8636,74
Existing Customer,M,Divorced,3,15313,91
Existing Customer,M,Single,3,15154,99
Existing Customer,F,Single,3,14261,99
Existing Customer,F,Single,2,15998,121
Attrited Customer,M,Married,1,9451,79
Existing Customer,F,Divorced,2,16078,105
Existing Customer,M,Divorced,3,16236,94
Existing Customer,M,Single,2,14596,104
Existing Customer,F,Married,3,16469,115
Existing Customer,F,Single,3,14571,91
Existing Customer,M,Married,6,15195,121
Existing Customer,F,Single,3,16401,119
Existing Customer,M,Married,3,16258,108
Existing Customer,M,Single,1,13988,92
Attrited Customer,M,Married,3,8517,60
Existing Customer,F,Married,1,14257,94
Existing Customer,M,Single,1,14103,96
Existing Customer,F,Married,3,13222,112
Existing Customer,M,Single,3,14043,117
Existing Customer,F,Married,3,13783,116
Attrited Customer,M,Married,3,7729,82
Attrited Customer,M,Single,3,7886,64
Existing Customer,M,Single,2,14485,106
Existing Customer,M,Married,2,15338,121
Attrited Customer,M,Married,2,10583,75
Existing Customer,F,Single,2,13785,117
Attrited Customer,M,Single,3,8614,63
Attrited Customer,M,Married,3,7667,68
Attrited Customer,M,Single,2,8603,84
Attrited Customer,F,Single,3,8898,60
Existing Customer,M,Married,3,16461,105
Existing Customer,M,Married,3,16256,111
Attrited Customer,M,Married,3,7773,64
Existing Customer,M,Divorced,5,15243,107
Existing Customer,F,Divorced,3,15903,121
Existing Customer,M,Unknown,1,14662,125
Existing Customer,M,Unknown,2,15399,116
Attrited Customer,F,Single,3,8620,67
Existing Customer,F,Single,2,15772,130
Existing Customer,M,Married,1,13756,106
Existing Customer,M,Married,3,15097,115
Attrited Customer,M,Married,2,5189,57
Existing Customer,M,Married,5,18484,108
Existing Customer,M,Married,1,15033,98
Existing Customer,F,Married,1,14651,120
Existing Customer,F,Unknown,3,15335,99
Attrited Customer,F,Married,2,10156,72
Existing Customer,M,Single,1,14641,117
Existing Customer,M,Single,2,15004,117
Existing Customer,M,Single,1,14731,113
Attrited Customer,M,Single,2,7775,63
Existing Customer,M,Married,2,14994,104
Existing Customer,M,Married,3,13969,120
Attrited Customer,M,Married,2,9867,78
Existing Customer,M,Married,2,16392,116
Attrited Customer,F,Married,2,9061,51
Existing Customer,F,Married,3,14209,103
Existing Customer,M,Married,1,15559,120
Existing Customer,F,Single,2,15075,124
Existing Customer,F,Single,2,15013,116
Existing Customer,F,Single,1,13148,121
Existing Customer,M,Married,1,15851,128
Attrited Customer,F,Single,3,8356,68
Attrited Customer,F,Single,2,9351,69
Existing Customer,M,Single,2,15059,118
Existing Customer,M,Single,3,14713,104
Attrited Customer,F,Married,3,8246,59
Existing Customer,M,Married,3,13986,97
Existing Customer,M,Single,2,15240,126
Existing Customer,M,Divorced,2,16252,112
Attrited Customer,M,Single,3,8100,77
Existing Customer,M,Married,2,14651,105
Existing Customer,M,Single,1,14409,83
Existing Customer,F,Single,3,15709,93
Attrited Customer,F,Divorced,3,8935,87
Existing Customer,M,Married,1,15095,102
Existing Customer,F,Married,2,14999,110
Existing Customer,M,Married,2,15151,104
Existing Customer,F,Single,1,13643,94
Attrited Customer,M,Single,1,7745,64
Existing Customer,M,Single,3,14838,110
Existing Customer,M,Married,3,14304,99
Existing Customer,F,Single,2,16423,109
Existing Customer,M,Married,2,14268,99
Attrited Customer,M,Married,3,9441,82
Existing Customer,M,Divorced,3,14728,126
Attrited Customer,M,Married,2,6100,61
Existing Customer,F,Married,1,16266,124
Existing Customer,M,Married,3,13703,99
Existing Customer,M,Single,3,15311,108
Existing Customer,M,Married,3,15134,124
Attrited Customer,F,Married,3,9226,85
Existing Customer,M,Married,2,16579,109
Existing Customer,F,Unknown,2,14542,89
Attrited Customer,M,Single,3,9610,76
Existing Customer,M,Married,3,14340,114
Attrited Customer,F,Single,3,9640,70
Existing Customer,M,Divorced,1,15148,111
Attrited Customer,F,Unknown,3,9360,67
Attrited Customer,F,Married,1,8759,74
Attrited Customer,M,Married,2,7412,60
Attrited Customer,F,Married,3,9274,65
Attrited Customer,M,Single,3,7572,56
Existing Customer,M,Married,2,16191,102
Existing Customer,F,Married,1,17119,124
Existing Customer,F,Single,1,13588,94
Existing Customer,F,Single,5,17437,113
Existing Customer,M,Married,2,14840,125
Existing Customer,F,Married,2,14614,106
Existing Customer,M,Single,1,13759,120
Existing Customer,F,Single,3,15872,116
Existing Customer,M,Single,1,15467,112
Attrited Customer,M,Divorced,3,8979,68
Existing Customer,F,Single,6,16100,119
Existing Customer,M,Single,2,15176,126
Existing Customer,M,Married,3,16179,105
Existing Customer,M,Unknown,1,15279,122
Existing Customer,M,Married,2,14977,117
Attrited Customer,F,Single,3,8757,68
Existing Customer,M,Married,3,15865,105
Existing Customer,M,Single,3,14950,94
Existing Customer,M,Married,1,14641,95
Existing Customer,F,Married,3,14719,115
Existing Customer,M,Married,1,15163,124
Existing Customer,F,Married,2,14969,104
Attrited Customer,M,Married,3,9088,64
Attrited Customer,M,Married,3,7527,58
Existing Customer,M,Married,5,15853,117
Attrited Customer,M,Single,3,8943,68
Attrited Customer,M,Single,3,8688,69
Attrited Customer,M,Single,2,8565,70
Existing Customer,F,Single,2,16937,116
Attrited Customer,F,Single,1,8130,74
Attrited Customer,M,Single,3,9619,75
Existing Customer,F,Single,3,14321,102
Existing Customer,M,Single,3,15111,116
Existing Customer,M,Married,2,14565,120
Existing Customer,F,Married,3,15107,117
Existing Customer,M,Married,2,15842,130
Existing Customer,F,Single,2,16920,114
Existing Customer,M,Married,1,14740,102
Existing Customer,M,Married,2,16401,121
Attrited Customer,F,Unknown,2,9772,71
Attrited Customer,M,Divorced,2,8788,58
Existing Customer,M,Unknown,6,15055,117
Attrited Customer,F,Married,2,7590,87
Existing Customer,F,Married,3,16161,105
Existing Customer,M,Single,3,15585,115
Existing Customer,M,Unknown,3,15930,123
Attrited Customer,M,Single,2,9456,79
Existing Customer,M,Married,1,14418,104
Existing Customer,M,Married,3,17995,116
Existing Customer,M,Single,3,16293,120
Existing Customer,F,Single,3,16319,124
Existing Customer,M,Married,2,14822,96
Existing Customer,F,Divorced,1,15123,111
Existing Customer,M,Divorced,1,15925,124
Existing Customer,M,Single,3,14875,107
Existing Customer,F,Single,1,16622,99
Existing Customer,M,Married,3,16202,117
Existing Customer,M,Married,1,16715,126
Existing Customer,F,Married,1,15905,111
Existing Customer,F,Married,1,14908,100
Existing Customer,M,Married,3,15277,131
Existing Customer,M,Married,1,16177,122
Existing Customer,M,Single,2,15380,122
Existing Customer,M,Single,2,13940,105
Attrited Customer,F,Married,3,7636,64
Existing Customer,F,Married,3,15681,96
Existing Customer,M,Single,1,16344,118
Attrited Customer,F,Married,2,9038,64
Existing Customer,M,Single,2,15349,119
